accident_id,date,time,latitude,longitude,location_name,region,weather,road_surface,light_condition,road_type,junction_type,speed_limit,vehicle_type,number_of_vehicles,number_of_casualties,urban_rural,driver_age,driver_gender,risk_score,severity
ACC-2026-04025,2025-10-12,06:34,28.606129,77.250102,East River Bridge Crossing,Northern Expressway District,Clear,Dry,Daylight,Single carriageway,Slip road / Merge ramp,40,Motorcycle,1,1,Urban,35,Male,24,Minor
ACC-2026-04026,2025-03-13,00:25,28.594005,77.252297,East River Bridge Crossing,Northern Expressway District,Clear,Dry,Darkness: street lights present and lit,Single carriageway,Multiple junction,40,Truck / Heavy Goods,1,3,Urban,58,Male,49,Minor
ACC-2026-04027,2025-01-31,17:28,28.559258,77.100206,Airport Expressway Tollway,Northern Expressway District,Clear,Dry,Daylight,Highway,Roundabout,100,Car,2,1,Rural,27,Female,56,Minor
ACC-2026-04028,2025-02-15,20:52,28.551192,77.08723,Airport Expressway Tollway,Northern Expressway District,Rain,Wet,Darkness: street lights present and lit,Highway,Not at junction,100,Truck / Heavy Goods,2,1,Rural,26,Female,98,Fatal
ACC-2026-04029,2025-10-15,10:46,28.611484,77.195535,NH-44 Highway Mile 142,Northern Expressway District,Clear,Dry,Daylight,Highway,Slip road / Merge ramp,100,Truck / Heavy Goods,1,1,Rural,45,Female,58,Minor
ACC-2026-04030,2025-06-13,00:37,28.510879,77.289177,Industrial Sector 18 Corridor,Northern Expressway District,Rain,Wet,Darkness: street lights present and lit,Single carriageway,T-Junction,60,Car,1,1,Rural,28,Male,70,Serious
ACC-2026-04031,2026-02-26,20:00,28.452348,77.036362,Expressway Interchange South,Northern Expressway District,Rain,Wet,Darkness: street lights present and lit,Highway,Not at junction,120,Bus,2,1,Rural,38,Female,97,Fatal
ACC-2026-04032,2025-09-05,15:45,28.546211,77.379037,Outer Ring Road Junction 14,Capital Metropolitan Corridor,Rain,Wet,Daylight,Dual carriageway,Not at junction,80,Car,2,1,Urban,34,Male,77,Serious
ACC-2026-04033,2026-05-28,06:03,28.54591,77.086722,Airport Expressway Tollway,Northern Expressway District,Fog,Wet,Daylight,Highway,Not at junction,100,Truck / Heavy Goods,5,2,Rural,22,Male,98,Fatal
ACC-2026-04034,2025-05-26,18:50,28.493477,77.308686,Industrial Sector 18 Corridor,Northern Expressway District,Clear,Dry,Daylight,Single carriageway,T-Junction,60,Car,2,2,Rural,20,Male,42,Minor
ACC-2026-04035,2025-03-29,04:35,28.692489,77.103234,Grand Trunk Road Corridor B,Northern Expressway District,Clear,Dry,Darkness: no street lights,Single carriageway,Not at junction,60,Car,1,2,Rural,49,Male,70,Minor
ACC-2026-04036,2025-11-01,20:18,28.749946,77.179743,North Ring Junction 2,Capital Metropolitan Corridor,Clear,Dry,Darkness: street lights present and lit,Dual carriageway,Not at junction,80,Motorcycle,2,1,Urban,56,Male,62,Serious
ACC-2026-04037,2025-04-16,13:48,28.551858,77.101919,Airport Expressway Tollway,Northern Expressway District,Fog,Dry,Daylight,Highway,T-Junction,100,Truck / Heavy Goods,1,1,Rural,31,Male,85,Serious
ACC-2026-04038,2025-05-31,13:03,28.750054,77.176613,North Ring Junction 2,Capital Metropolitan Corridor,Clear,Dry,Daylight,Dual carriageway,Roundabout,80,Bus,1,1,Urban,47,Female,38,Minor
ACC-2026-04039,2026-07-22,11:00,28.627741,77.106183,West Urban Junction 8,Northern Expressway District,Fog,Poor surface,Daylight,T-Junction,Not at junction,60,Motorcycle,2,3,Urban,29,Female,80,Fatal
ACC-2026-04040,2025-06-11,16:17,28.642997,77.202161,Central Metro Boulevard,Capital Metropolitan Corridor,Storm,Wet,Daylight,Roundabout,Multiple junction,50,Bus,2,1,Urban,46,Male,51,Minor
ACC-2026-04041,2026-08-22,09:43,28.546373,77.380001,Outer Ring Road Junction 14,Capital Metropolitan Corridor,Storm,Wet,Daylight,Dual carriageway,T-Junction,80,Car,2,1,Urban,69,Female,68,Minor
ACC-2026-04042,2025-01-13,19:20,28.717064,77.092806,Grand Trunk Road Corridor B,Northern Expressway District,Clear,Dry,Darkness: no street lights,Single carriageway,Not at junction,60,Car,3,1,Rural,35,Male,63,Serious
ACC-2026-04043,2025-07-16,20:04,28.494114,77.297931,Industrial Sector 18 Corridor,Northern Expressway District,Rain,Wet,Darkness: street lights present and lit,Single carriageway,Crossroads,60,Car,2,1,Rural,23,Male,74,Minor
ACC-2026-04044,2025-02-06,05:44,28.545648,77.107708,Airport Expressway Tollway,Northern Expressway District,Rain,Wet,Darkness: street lights present and lit,Highway,Roundabout,100,Bus,2,1,Rural,20,Male,98,Fatal
ACC-2026-04045,2026-03-14,08:25,28.472909,77.03524,Expressway Interchange South,Northern Expressway District,Rain,Icy,Daylight,Highway,T-Junction,120,Motorcycle,1,4,Rural,46,Male,98,Fatal
ACC-2026-04046,2026-02-12,19:00,28.595046,77.240292,East River Bridge Crossing,Northern Expressway District,Clear,Dry,Darkness: no street lights,Single carriageway,T-Junction,40,Car,2,6,Urban,38,Male,46,Minor
ACC-2026-04047,2025-01-08,11:51,28.764983,77.179051,North Ring Junction 2,Capital Metropolitan Corridor,Rain,Dry,Daylight,Dual carriageway,Roundabout,80,Motorcycle,2,2,Urban,23,Female,76,Serious
ACC-2026-04048,2026-06-16,10:52,28.638105,77.109637,West Urban Junction 8,Northern Expressway District,Rain,Wet,Daylight,T-Junction,Crossroads,60,Car,2,2,Urban,29,Male,73,Serious
ACC-2026-04049,2026-05-08,05:55,28.750838,77.17379,North Ring Junction 2,Capital Metropolitan Corridor,Clear,Dry,Darkness: street lights unlit,Dual carriageway,Roundabout,80,Truck / Heavy Goods,1,4,Urban,35,Female,83,Serious
ACC-2026-04050,2025-10-09,08:20,28.700816,77.088547,Grand Trunk Road Corridor B,Northern Expressway District,Clear,Dry,Daylight,Single carriageway,Slip road / Merge ramp,60,Car,3,3,Rural,31,Male,59,Serious
ACC-2026-04051,2025-11-15,19:22,28.63254,77.113395,West Urban Junction 8,Northern Expressway District,Clear,Dry,Darkness: street lights present and lit,T-Junction,Not at junction,60,Car,3,1,Urban,27,Female,44,Minor
ACC-2026-04052,2025-08-18,17:57,28.616872,77.197637,NH-44 Highway Mile 142,Northern Expressway District,Clear,Dry,Daylight,Highway,Roundabout,100,Truck / Heavy Goods,3,1,Rural,24,Female,79,Fatal
ACC-2026-04053,2026-07-21,18:22,28.523112,77.404,Outer Ring Road Junction 14,Capital Metropolitan Corridor,Rain,Wet,Daylight,Dual carriageway,Not at junction,80,Motorcycle,1,1,Urban,71,Male,78,Fatal
ACC-2026-04054,2026-05-10,07:12,28.641526,77.192364,Central Metro Boulevard,Capital Metropolitan Corridor,Clear,Dry,Daylight,Roundabout,Slip road / Merge ramp,50,Motorcycle,2,1,Urban,57,Male,36,Serious
ACC-2026-04055,2025-10-01,16:06,28.498938,77.288479,Industrial Sector 18 Corridor,Northern Expressway District,Rain,Icy,Daylight,Single carriageway,Not at junction,60,Car,2,1,Rural,29,Female,68,Serious
ACC-2026-04056,2025-06-06,10:44,28.606786,77.249905,East River Bridge Crossing,Northern Expressway District,Clear,Dry,Daylight,Single carriageway,T-Junction,40,Motorcycle,2,1,Urban,23,Female,25,Minor
ACC-2026-04057,2025-02-12,17:06,28.548868,77.390697,Outer Ring Road Junction 14,Capital Metropolitan Corridor,Clear,Dry,Daylight,Dual carriageway,Slip road / Merge ramp,80,Truck / Heavy Goods,2,1,Urban,26,Male,51,Serious
ACC-2026-04058,2026-04-20,23:02,28.568708,77.101853,Airport Expressway Tollway,Northern Expressway District,Clear,Poor surface,Darkness: street lights present and lit,Highway,T-Junction,100,Car,1,1,Rural,56,Male,88,Fatal
ACC-2026-04059,2026-05-06,20:42,28.554228,77.110961,Airport Expressway Tollway,Northern Expressway District,Storm,Dry,Darkness: street lights present and lit,Highway,Multiple junction,100,Car,1,1,Rural,38,Male,86,Fatal
ACC-2026-04060,2026-07-08,16:51,28.621874,77.195585,Central Metro Boulevard,Capital Metropolitan Corridor,Clear,Icy,Daylight,Roundabout,Crossroads,50,Car,2,1,Urban,37,Male,39,Minor
ACC-2026-04061,2025-06-26,08:31,28.637648,77.133899,West Urban Junction 8,Northern Expressway District,Storm,Wet,Daylight,T-Junction,Not at junction,60,Car,2,1,Urban,45,Male,57,Serious
ACC-2026-04062,2025-06-04,07:35,28.640522,77.105717,West Urban Junction 8,Northern Expressway District,Other,Dry,Daylight,T-Junction,Not at junction,60,Car,4,1,Urban,29,Male,32,Minor
ACC-2026-04063,2026-01-12,14:32,28.490508,77.312512,Industrial Sector 18 Corridor,Northern Expressway District,Clear,Dry,Daylight,Single carriageway,Not at junction,60,Motorcycle,1,1,Rural,26,Male,46,Minor
ACC-2026-04064,2025-03-26,01:11,28.568825,77.110496,Airport Expressway Tollway,Northern Expressway District,Clear,Poor surface,Darkness: street lights present and lit,Highway,T-Junction,100,Car,1,1,Rural,61,Male,90,Fatal
ACC-2026-04065,2026-04-24,20:07,28.605163,77.234848,East River Bridge Crossing,Northern Expressway District,Clear,Dry,Darkness: no street lights,Single carriageway,T-Junction,40,Motorcycle,1,1,Urban,33,Male,42,Minor
ACC-2026-04066,2025-04-26,02:50,28.457542,77.029892,Expressway Interchange South,Northern Expressway District,Storm,Wet,Darkness: street lights present and lit,Highway,T-Junction,120,Motorcycle,2,2,Rural,34,Male,98,Fatal
ACC-2026-04067,2025-06-13,21:40,28.634348,77.209424,Central Metro Boulevard,Capital Metropolitan Corridor,Clear,Dry,Darkness: street lights unlit,Roundabout,Crossroads,50,Car,2,1,Urban,30,Female,48,Minor
ACC-2026-04068,2025-11-21,10:06,28.468253,77.024454,Expressway Interchange South,Northern Expressway District,Rain,Wet,Daylight,Highway,Not at junction,120,Car,2,3,Rural,28,Male,94,Fatal
ACC-2026-04069,2025-11-25,05:25,28.601736,77.24327,East River Bridge Crossing,Northern Expressway District,Clear,Dry,Darkness: no street lights,Single carriageway,T-Junction,40,Truck / Heavy Goods,2,1,Urban,35,Male,50,Serious
ACC-2026-04070,2025-10-04,01:09,28.559636,77.098485,Airport Expressway Tollway,Northern Expressway District,Clear,Dry,Darkness: street lights present and lit,Highway,Multiple junction,100,Car,2,1,Rural,46,Male,68,Minor
ACC-2026-04071,2025-02-23,15:34,28.549136,77.383078,Outer Ring Road Junction 14,Capital Metropolitan Corridor,Clear,Poor surface,Daylight,Dual carriageway,T-Junction,80,Car,2,1,Urban,59,Male,57,Minor
ACC-2026-04072,2025-02-05,11:07,28.486512,77.290066,Industrial Sector 18 Corridor,Northern Expressway District,Rain,Wet,Daylight,Single carriageway,Not at junction,60,Car,2,3,Rural,56,Male,74,Serious
ACC-2026-04073,2026-01-09,13:50,28.632383,77.112418,West Urban Junction 8,Northern Expressway District,Clear,Poor surface,Daylight,T-Junction,T-Junction,60,Car,2,1,Urban,56,Female,41,Minor
ACC-2026-04074,2025-01-27,03:44,28.614316,77.252736,East River Bridge Crossing,Northern Expressway District,Clear,Dry,Darkness: street lights present and lit,Single carriageway,Not at junction,40,Motorcycle,1,2,Urban,38,Female,54,Minor
ACC-2026-04075,2025-09-23,12:26,28.626792,77.208553,Central Metro Boulevard,Capital Metropolitan Corridor,Rain,Wet,Daylight,Roundabout,Not at junction,50,Motorcycle,2,1,Urban,22,Female,57,Serious
ACC-2026-04076,2025-11-23,13:00,28.637889,77.203942,Central Metro Boulevard,Capital Metropolitan Corridor,Clear,Poor surface,Daylight,Roundabout,Not at junction,50,Car,2,1,Urban,24,Male,45,Minor
ACC-2026-04077,2025-09-18,20:50,28.640482,77.12775,West Urban Junction 8,Northern Expressway District,Clear,Wet,Darkness: street lights present and lit,T-Junction,Not at junction,60,Car,2,4,Urban,47,Male,70,Serious
ACC-2026-04078,2026-07-14,18:11,28.61886,77.207298,NH-44 Highway Mile 142,Northern Expressway District,Clear,Dry,Daylight,Highway,Not at junction,100,Car,2,2,Rural,29,Female,62,Minor
ACC-2026-04079,2026-04-30,18:14,28.642153,77.195164,Central Metro Boulevard,Capital Metropolitan Corridor,Fog,Wet,Daylight,Roundabout,Not at junction,50,Bus,3,1,Urban,27,Male,66,Minor
ACC-2026-04080,2026-03-03,10:22,28.472691,77.013545,Expressway Interchange South,Northern Expressway District,Rain,Wet,Daylight,Highway,Crossroads,120,Car,2,2,Rural,26,Male,98,Fatal
ACC-2026-04081,2025-08-11,13:33,28.544107,77.389756,Outer Ring Road Junction 14,Capital Metropolitan Corridor,Rain,Wet,Daylight,Dual carriageway,Not at junction,80,Motorcycle,3,1,Urban,45,Female,91,Fatal
ACC-2026-04082,2026-03-20,16:24,28.462661,77.014833,Expressway Interchange South,Northern Expressway District,Clear,Dry,Daylight,Highway,T-Junction,120,Car,1,2,Rural,37,Male,70,Serious
ACC-2026-04083,2026-05-13,16:16,28.758025,77.171438,North Ring Junction 2,Capital Metropolitan Corridor,Rain,Dry,Daylight,Dual carriageway,Not at junction,80,Car,2,1,Urban,21,Male,46,Minor
ACC-2026-04084,2025-11-04,14:21,28.558933,77.106094,Airport Expressway Tollway,Northern Expressway District,Clear,Dry,Daylight,Highway,Not at junction,100,Car,1,1,Rural,19,Male,56,Serious
ACC-2026-04085,2025-11-26,00:13,28.52478,77.395027,Outer Ring Road Junction 14,Capital Metropolitan Corridor,Clear,Dry,Darkness: street lights present and lit,Dual carriageway,Crossroads,80,Car,1,1,Urban,26,Male,51,Serious
ACC-2026-04086,2025-08-18,07:56,28.645937,77.134453,West Urban Junction 8,Northern Expressway District,Clear,Dry,Daylight,T-Junction,Roundabout,60,Car,3,2,Urban,30,Male,53,Serious
ACC-2026-04087,2026-04-09,03:32,28.695903,77.112076,Grand Trunk Road Corridor B,Northern Expressway District,Clear,Dry,Darkness: street lights unlit,Single carriageway,T-Junction,60,Truck / Heavy Goods,2,4,Rural,22,Male,78,Fatal
ACC-2026-04088,2025-04-06,08:41,28.451087,77.036014,Expressway Interchange South,Northern Expressway District,Fog,Wet,Daylight,Highway,Not at junction,120,Motorcycle,1,1,Rural,47,Male,97,Fatal
ACC-2026-04089,2026-02-10,06:36,28.717687,77.090068,Grand Trunk Road Corridor B,Northern Expressway District,Clear,Dry,Daylight,Single carriageway,Not at junction,60,Truck / Heavy Goods,1,2,Rural,30,Female,62,Minor
ACC-2026-04090,2026-07-10,03:35,28.556387,77.111259,Airport Expressway Tollway,Northern Expressway District,Clear,Dry,Darkness: street lights present and lit,Highway,Slip road / Merge ramp,100,Motorcycle,2,2,Rural,27,Female,87,Fatal
ACC-2026-04091,2026-08-24,14:11,28.602836,77.200178,NH-44 Highway Mile 142,Northern Expressway District,Clear,Dry,Daylight,Highway,Not at junction,100,Truck / Heavy Goods,4,1,Rural,31,Male,68,Serious
ACC-2026-04092,2026-07-01,02:46,28.451815,77.01795,Expressway Interchange South,Northern Expressway District,Clear,Dry,Darkness: street lights present and lit,Highway,Not at junction,120,Motorcycle,1,2,Rural,21,Male,84,Serious
ACC-2026-04093,2025-04-25,19:06,28.553138,77.109072,Airport Expressway Tollway,Northern Expressway District,Clear,Dry,Darkness: street lights present and lit,Highway,Slip road / Merge ramp,100,Motorcycle,1,1,Rural,44,Female,79,Fatal
ACC-2026-04094,2025-02-12,22:14,28.75597,77.187608,North Ring Junction 2,Capital Metropolitan Corridor,Rain,Wet,Darkness: street lights present and lit,Dual carriageway,Slip road / Merge ramp,80,Car,1,1,Urban,33,Female,75,Serious
ACC-2026-04095,2026-06-09,21:57,28.759301,77.170088,North Ring Junction 2,Capital Metropolitan Corridor,Clear,Dry,Darkness: street lights present and lit,Dual carriageway,Not at junction,80,Car,2,2,Urban,49,Female,61,Minor
ACC-2026-04096,2025-03-22,07:38,28.746038,77.179834,North Ring Junction 2,Capital Metropolitan Corridor,Rain,Wet,Daylight,Dual carriageway,T-Junction,80,Car,1,1,Urban,27,Male,69,Minor
ACC-2026-04097,2025-09-23,15:08,28.504386,77.308369,Industrial Sector 18 Corridor,Northern Expressway District,Clear,Dry,Daylight,Single carriageway,Roundabout,60,Motorcycle,1,2,Rural,47,Female,53,Minor
ACC-2026-04098,2026-04-01,21:48,28.461653,77.024218,Expressway Interchange South,Northern Expressway District,Fog,Dry,Darkness: street lights present and lit,Highway,Slip road / Merge ramp,120,Car,2,2,Rural,38,Male,90,Fatal
ACC-2026-04099,2025-01-11,19:33,28.599272,77.214646,NH-44 Highway Mile 142,Northern Expressway District,Rain,Wet,Darkness: street lights unlit,Highway,Not at junction,100,Bus,2,1,Rural,59,Female,98,Fatal
ACC-2026-04100,2026-03-09,07:31,28.703624,77.102477,Grand Trunk Road Corridor B,Northern Expressway District,Rain,Wet,Daylight,Single carriageway,Not at junction,60,Motorcycle,1,1,Rural,28,Male,76,Serious
ACC-2026-04101,2026-08-24,17:04,28.604707,77.232062,East River Bridge Crossing,Northern Expressway District,Clear,Dry,Daylight,Single carriageway,Not at junction,40,Van / Light Goods,1,1,Urban,45,Male,24,Minor
ACC-2026-04102,2025-11-04,10:12,28.616704,77.219282,NH-44 Highway Mile 142,Northern Expressway District,Rain,Wet,Daylight,Highway,T-Junction,100,Car,2,3,Rural,22,Male,98,Fatal
ACC-2026-04103,2025-11-05,09:04,28.600092,77.240062,East River Bridge Crossing,Northern Expressway District,Clear,Dry,Daylight,Single carriageway,Multiple junction,40,Motorcycle,1,1,Urban,31,Female,26,Serious
ACC-2026-04104,2025-10-01,00:20,28.613159,77.219237,NH-44 Highway Mile 142,Northern Expressway District,Rain,Wet,Darkness: no street lights,Highway,Not at junction,100,Motorcycle,2,1,Rural,26,Male,98,Fatal
ACC-2026-04105,2025-01-11,19:27,28.514753,77.302312,Industrial Sector 18 Corridor,Northern Expressway District,Clear,Dry,Darkness: street lights present and lit,Single carriageway,Slip road / Merge ramp,60,Bus,2,1,Rural,31,Male,40,Minor
ACC-2026-04106,2025-04-28,02:26,28.503207,77.290096,Industrial Sector 18 Corridor,Northern Expressway District,Clear,Dry,Darkness: street lights present and lit,Single carriageway,T-Junction,60,Car,3,1,Rural,29,Female,52,Minor
ACC-2026-04107,2026-05-01,18:46,28.529976,77.399204,Outer Ring Road Junction 14,Capital Metropolitan Corridor,Rain,Dry,Daylight,Dual carriageway,Crossroads,80,Car,2,1,Urban,33,Male,45,Minor
ACC-2026-04108,2026-01-13,10:23,28.525888,77.40555,Outer Ring Road Junction 14,Capital Metropolitan Corridor,Clear,Dry,Daylight,Dual carriageway,T-Junction,80,Car,2,1,Urban,49,Male,37,Minor
ACC-2026-04109,2026-06-15,07:28,28.50823,77.310726,Industrial Sector 18 Corridor,Northern Expressway District,Rain,Wet,Daylight,Single carriageway,Crossroads,60,Motorcycle,2,2,Rural,26,Female,83,Serious
ACC-2026-04110,2026-01-05,08:11,28.694627,77.10858,Grand Trunk Road Corridor B,Northern Expressway District,Clear,Dry,Daylight,Single carriageway,T-Junction,60,Motorcycle,2,1,Rural,34,Female,41,Minor
ACC-2026-04111,2026-08-12,22:08,28.618373,77.200826,Central Metro Boulevard,Capital Metropolitan Corridor,Clear,Dry,Darkness: no street lights,Roundabout,Not at junction,50,Car,2,2,Urban,36,Male,48,Minor
ACC-2026-04112,2025-12-25,07:08,28.464335,77.029355,Expressway Interchange South,Northern Expressway District,Clear,Dry,Daylight,Highway,Crossroads,120,Car,1,1,Rural,33,Male,50,Serious
ACC-2026-04113,2026-03-30,21:13,28.703674,77.087834,Grand Trunk Road Corridor B,Northern Expressway District,Storm,Wet,Darkness: street lights present and lit,Single carriageway,T-Junction,60,Truck / Heavy Goods,2,2,Rural,23,Male,93,Fatal
ACC-2026-04114,2026-01-05,01:41,28.649989,77.127897,West Urban Junction 8,Northern Expressway District,Storm,Wet,Darkness: street lights present and lit,T-Junction,Slip road / Merge ramp,60,Van / Light Goods,1,1,Urban,34,Female,64,Serious
ACC-2026-04115,2025-04-30,10:26,28.459849,77.014252,Expressway Interchange South,Northern Expressway District,Rain,Dry,Daylight,Highway,T-Junction,120,Car,3,1,Rural,21,Male,77,Serious
ACC-2026-04116,2025-12-04,16:23,28.462424,77.017032,Expressway Interchange South,Northern Expressway District,Rain,Unknown,Daylight,Highway,Crossroads,120,Car,2,1,Rural,35,Male,64,Serious
ACC-2026-04117,2025-06-27,00:36,28.565468,77.103444,Airport Expressway Tollway,Northern Expressway District,Clear,Dry,Darkness: street lights present and lit,Highway,Slip road / Merge ramp,100,Truck / Heavy Goods,3,1,Rural,19,Male,83,Serious
ACC-2026-04118,2025-01-05,18:13,28.696593,77.10879,Grand Trunk Road Corridor B,Northern Expressway District,Clear,Dry,Daylight,Single carriageway,Crossroads,60,Car,2,1,Rural,27,Female,38,Minor
ACC-2026-04119,2025-11-16,04:05,28.631615,77.120248,West Urban Junction 8,Northern Expressway District,Clear,Dry,Darkness: street lights present and lit,T-Junction,Not at junction,60,Motorcycle,4,1,Urban,30,Male,58,Serious
ACC-2026-04120,2026-03-14,22:38,28.746397,77.166626,North Ring Junction 2,Capital Metropolitan Corridor,Clear,Dry,Darkness: no street lights,Dual carriageway,Not at junction,80,Car,4,1,Urban,33,Male,76,Minor
ACC-2026-04121,2026-02-27,00:12,28.60345,77.245322,East River Bridge Crossing,Northern Expressway District,Clear,Dry,Darkness: no street lights,Single carriageway,Crossroads,40,Car,1,2,Urban,38,Male,55,Serious
ACC-2026-04122,2025-06-04,16:38,28.58647,77.227902,East River Bridge Crossing,Northern Expressway District,Storm,Wet,Daylight,Single carriageway,Crossroads,40,Truck / Heavy Goods,2,1,Urban,47,Male,57,Minor
ACC-2026-04123,2025-11-18,10:50,28.752458,77.192153,North Ring Junction 2,Capital Metropolitan Corridor,Rain,Wet,Daylight,Dual carriageway,Crossroads,80,Motorcycle,2,2,Urban,37,Male,97,Fatal
ACC-2026-04124,2025-07-25,02:41,28.752322,77.180268,North Ring Junction 2,Capital Metropolitan Corridor,Clear,Dry,Darkness: street lights present and lit,Dual carriageway,Crossroads,80,Car,1,1,Urban,27,Male,49,Minor
ACC-2026-04125,2025-11-11,21:11,28.487711,77.300435,Industrial Sector 18 Corridor,Northern Expressway District,Clear,Dry,Darkness: street lights present and lit,Single carriageway,Not at junction,60,Van / Light Goods,2,4,Rural,34,Male,62,Serious
ACC-2026-04126,2026-04-15,22:15,28.643472,77.105666,West Urban Junction 8,Northern Expressway District,Clear,Dry,Darkness: street lights unlit,T-Junction,T-Junction,60,Truck / Heavy Goods,1,1,Urban,26,Male,59,Minor
ACC-2026-04127,2025-01-11,23:19,28.547128,77.388532,Outer Ring Road Junction 14,Capital Metropolitan Corridor,Rain,Wet,Darkness: street lights present and lit,Dual carriageway,Slip road / Merge ramp,80,Car,2,2,Urban,22,Male,84,Fatal
ACC-2026-04128,2025-06-05,21:54,28.649039,77.126631,West Urban Junction 8,Northern Expressway District,Clear,Dry,Darkness: street lights present and lit,T-Junction,Crossroads,60,Truck / Heavy Goods,2,1,Urban,22,Male,49,Minor
ACC-2026-04129,2025-09-07,13:52,28.448152,77.025732,Expressway Interchange South,Northern Expressway District,Storm,Wet,Daylight,Highway,Crossroads,120,Truck / Heavy Goods,2,1,Rural,22,Female,92,Fatal
ACC-2026-04130,2026-01-19,04:11,28.697342,77.108693,Grand Trunk Road Corridor B,Northern Expressway District,Fog,Icy,Darkness: no street lights,Single carriageway,Not at junction,60,Car,1,1,Rural,26,Male,91,Fatal
ACC-2026-04131,2025-05-24,04:20,28.704396,77.095789,Grand Trunk Road Corridor B,Northern Expressway District,Storm,Dry,Darkness: street lights present and lit,Single carriageway,Slip road / Merge ramp,60,Car,1,1,Rural,27,Male,53,Serious
ACC-2026-04132,2026-02-25,02:48,28.610554,77.222171,NH-44 Highway Mile 142,Northern Expressway District,Fog,Wet,Darkness: no street lights,Highway,Crossroads,100,Car,1,1,Rural,48,Male,98,Fatal
ACC-2026-04133,2025-11-27,08:51,28.617316,77.20572,NH-44 Highway Mile 142,Northern Expressway District,Clear,Dry,Daylight,Highway,Slip road / Merge ramp,100,Motorcycle,1,1,Rural,37,Male,66,Minor
ACC-2026-04134,2025-08-30,01:23,28.451042,77.029452,Expressway Interchange South,Northern Expressway District,Rain,Wet,Darkness: street lights present and lit,Highway,Slip road / Merge ramp,120,Bus,2,3,Rural,57,Male,98,Fatal
ACC-2026-04135,2025-09-30,16:15,28.470041,77.021423,Expressway Interchange South,Northern Expressway District,Clear,Dry,Daylight,Highway,T-Junction,120,Car,2,1,Rural,21,Male,54,Serious
ACC-2026-04136,2025-04-02,12:30,28.485143,77.308563,Industrial Sector 18 Corridor,Northern Expressway District,Clear,Dry,Daylight,Single carriageway,T-Junction,60,Truck / Heavy Goods,5,4,Rural,36,Female,74,Serious
ACC-2026-04137,2026-02-12,02:22,28.589504,77.239907,East River Bridge Crossing,Northern Expressway District,Fog,Wet,Darkness: street lights present and lit,Single carriageway,Crossroads,40,Van / Light Goods,2,1,Urban,61,Male,69,Serious
ACC-2026-04138,2025-11-25,09:26,28.589318,77.233687,East River Bridge Crossing,Northern Expressway District,Clear,Dry,Daylight,Single carriageway,Slip road / Merge ramp,40,Car,2,1,Urban,21,Male,15,Minor
ACC-2026-04139,2026-07-23,19:49,28.486929,77.306333,Industrial Sector 18 Corridor,Northern Expressway District,Clear,Dry,Darkness: street lights present and lit,Single carriageway,Not at junction,60,Car,1,1,Rural,23,Male,39,Minor
ACC-2026-04140,2025-11-21,07:41,28.48827,77.303987,Industrial Sector 18 Corridor,Northern Expressway District,Clear,Dry,Daylight,Single carriageway,Not at junction,60,Car,1,1,Rural,35,Male,36,Minor
ACC-2026-04141,2026-07-19,20:26,28.489083,77.306568,Industrial Sector 18 Corridor,Northern Expressway District,Clear,Dry,Darkness: street lights present and lit,Single carriageway,T-Junction,60,Car,1,1,Rural,26,Male,40,Minor
ACC-2026-04142,2025-11-05,14:30,28.567537,77.09789,Airport Expressway Tollway,Northern Expressway District,Clear,Dry,Daylight,Highway,Not at junction,100,Car,3,1,Rural,49,Male,70,Minor
ACC-2026-04143,2025-11-01,22:43,28.740683,77.176488,North Ring Junction 2,Capital Metropolitan Corridor,Clear,Wet,Darkness: street lights present and lit,Dual carriageway,Not at junction,80,Car,2,1,Urban,30,Male,70,Serious
ACC-2026-04144,2026-08-12,15:30,28.741028,77.184758,North Ring Junction 2,Capital Metropolitan Corridor,Rain,Wet,Daylight,Dual carriageway,Not at junction,80,Motorcycle,2,4,Urban,26,Male,90,Fatal
ACC-2026-04145,2025-03-21,00:33,28.62928,77.105697,West Urban Junction 8,Northern Expressway District,Clear,Dry,Darkness: street lights present and lit,T-Junction,Slip road / Merge ramp,60,Motorcycle,2,1,Urban,33,Male,54,Serious
ACC-2026-04146,2025-12-20,18:17,28.523597,77.404493,Outer Ring Road Junction 14,Capital Metropolitan Corridor,Fog,Dry,Daylight,Dual carriageway,T-Junction,80,Car,1,2,Urban,31,Male,60,Minor
ACC-2026-04147,2025-01-07,09:29,28.614062,77.201715,Central Metro Boulevard,Capital Metropolitan Corridor,Rain,Wet,Daylight,Roundabout,Not at junction,50,Car,1,3,Urban,26,Male,64,Minor
ACC-2026-04148,2026-06-05,22:58,28.696065,77.109392,Grand Trunk Road Corridor B,Northern Expressway District,Clear,Dry,Darkness: street lights present and lit,Single carriageway,T-Junction,60,Car,3,1,Rural,27,Male,47,Minor
ACC-2026-04149,2025-10-18,10:44,28.565246,77.11127,Airport Expressway Tollway,Northern Expressway District,Clear,Dry,Daylight,Highway,T-Junction,100,Motorcycle,2,1,Rural,58,Male,59,Minor
ACC-2026-04150,2026-03-19,21:00,28.622425,77.19761,Central Metro Boulevard,Capital Metropolitan Corridor,Rain,Wet,Darkness: street lights present and lit,Roundabout,Multiple junction,50,Motorcycle,1,1,Urban,49,Male,78,Serious
